order_num,order_type,cust_name,prod_number,prod_name,quantity,price,discount,order_total
1102055,Retail,Terry Emmerich,RK603,BYOR-1500,2,189,0,378
1102056,Wholesale,Murphy LLC,BP109,QuadroCopter Blueprint,13,10.99,2.2,140.67
1102057,Wholesale,Bergnaum Group,DK203,BYOD-220,6,69,13.8,400.2
1102058,Wholesale,Schuppe Inc.,BP104,Cat Robot Blueprint,88,4.99,1,438.12
1102059,Wholesale,Wiegand Inc.,BP107,Ladybug Robot Blueprint,9,12,2.4,105.6
1102060,Wholesale,Wolff LLC,BP110,Sleepy Eye Blueprint,8,11.99,2.4,93.52
1102061,Retail,Tori Frami,DK202,BYOD-200,3,58.95,0,176.85
1102062,Retail,Willie D'Aubney,TV805,Industrial 3D Printing,1,49,0,49
1102063,Wholesale,Blue Sky Kites,TV803,Cloud Computing,11,29.99,6,323.89
1102064,Retail,Melantha Roeby,DS306,DX-145 Drone,1,250,0,250
1102065,Wholesale,Fisher Inc.,BP102,Bsquare Robot Blueprint,5,8.99,1.8,43.15
1102066,Wholesale,Witting Innovations,BP109,QuadroCopter Blueprint,20,10.99,2.2,217.6
1102067,Wholesale,Stehr Group,EB505,Delivery Drones,8,14.99,3,116.92
1102068,Wholesale,Koepp Inc.,RS704,RLK-9920 Robot,10,699,139.8,6850.2
1102069,Wholesale,Pagac LLC,TV808,Robotic Essentials,11,34.99,7,377.89
1102070,Retail,Arliene Lander,EB514,Polar Robots,1,23.99,0,23.99
1102071,Wholesale,Smith Technologies,TV806,Mapping with Drones,9,49,9.8,431.2
1102072,Wholesale,Boyer LLC,TV801,Aerial Security,9,36.99,7.4,325.51
1102073,Retail,Stacy Prendeguest,RS706,RWW-75 Robot,1,883,0,883
1102074,Retail,Cris Konopelski,RS702,MICR-23K Robot,1,899,0,899
1102075,Wholesale,Larkin Group,EB520,Understanding Arduino,8,17.5,3.5,136.5
1102076,Retail,Thurstan Hayton,BP102,Bsquare Robot Blueprint,1,8.99,0,8.99
1102077,Wholesale,Kunze Group,BP102,Bsquare Robot Blueprint,8,8.99,1.8,70.12
1102078,Wholesale,Torphy Invisionaries,DK206,BYOD-400,13,119,23.8,1523.2
1102079,Wholesale,Nikolaus LLC,TV813,Virtual Reality Basics,6,29.99,6,173.94
1102080,Retail,Claretta Connochie,DK206,BYOD-400,2,119,0,238
1102081,Wholesale,Durgan Group,DK201,BYOD-100,64,54,10.8,3445.2
1102082,Retail,Walsh Inc.,EB514,Polar Robots,109,23.99,0,2614.91
1102083,Wholesale,Stiedemann Securities,RS704,RLK-9920 Robot,12,699,139.8,8248.2
1102084,Retail,Rafa Richarz,BP104,Cat Robot Blueprint,1,4.99,0,4.99
1102085,Wholesale,Bergnaum Group,EB503,Building Your Own Drone,9,24.99,5,219.91
1102086,Wholesale,Conroy Information Systems,DK202,BYOD-200,10,58.95,11.79,577.71
1102087,Wholesale,Anderson LLC,EB514,Polar Robots,12,23.99,4.8,283.08
1102088,Retail,Margarette Kefford,RK602,BYOR-1000,1,190,0,190
1102089,Wholesale,Robel Inc.,TV806,Mapping with Drones,11,49,9.8,529.2
1102090,Retail,Ondrea Jado,EB504,Cartesian Robots,1,12.99,0,12.99
1102091,Wholesale,Jaskolski Company,TV809,Understanding 3D Printing,11,42.99,8.6,464.29
1102092,Retail,Dacey Gorse,DS306,DX-145 Drone,1,250,0,250
1102093,Retail,Leon Minocchi,EB504,Cartesian Robots,1,12.99,0,12.99
1102094,Retail,Frederique Shilstone,DS306,DX-145 Drone,1,250,0,250
1102095,Retail,Doug Stamm,RS702,MICR-23K Robot,1,899,0,899
1102096,Wholesale,Murazik Inc.,TV802,AI for Educators,9,49.95,9.99,439.56
1102097,Wholesale,Johnson LLC,TV805,Industrial 3D Printing,6,49,9.8,284.2
1102098,Retail,Steve Grant,DS307,MICR-564K Drone,1,499,0,499
1102099,Wholesale,Trantow Technologies,BP109,QuadroCopter Blueprint,13,10.99,2.2,140.67
1102100,Retail,Willy McCrachen,DS306,DX-145 Drone,1,250,0,250
1102101,Wholesale,Price Inc.,TV811,Understanding Drone Regulations,11,27.5,5.5,297
1102102,Wholesale,Schuppe Inc.,TV804,Drone Video Techniques,90,37.99,7.6,3411.5
1102103,Retail,Janifer Strongitharm,BP108,Panda Robot Blueprint,1,7.99,0,7.99
1102104,Wholesale,Swaniawski Group,DK206,BYOD-400,12,119,23.8,1404.2
1102105,Retail,Dal Heineke,DK201,BYOD-100,1,54,0,54
1102106,Wholesale,Jenkins LLC,TV809,Understanding 3D Printing,6,42.99,8.6,249.34
1102107,Wholesale,Schuppe Inc.,EB507,Drone Building Essentials,12,13.99,2.8,165.08
1102108,Retail,Kally Reeders,RS703,RCB-889 Robot,2,549,0,1098
1102109,Retail,Worthington Byrom,DK208,BYOD-500,1,167,0,167
1102110,Wholesale,Corkery International,EB506,Delta Robots,13,16.99,3.4,217.47
1102111,Retail,Dolly Mante,EB508,Fixed Wing Drones,1,15.5,0,15.5
1102112,Wholesale,Schuppe Inc.,DS306,DX-145 Drone,101,250,50,25200
1102113,Wholesale,Durgan Group,DS307,MICR-564K Drone,69,499,99.8,34331.2
1102114,Retail,Jacob Thomas,BP104,Cat Robot Blueprint,1,4.99,0,4.99
1102115,Retail,Basia Franciotti,RK603,BYOR-1500,1,189,0,189
1102116,Wholesale,Lubowitz LLC,DK201,BYOD-100,12,54,10.8,637.2
1102117,Wholesale,Murphy LLC,BP104,Cat Robot Blueprint,6,4.99,1,28.94
1102118,Wholesale,Brown Group,RK607,BYOR-4005,7,245,49,1666
1102119,Wholesale,Swaniawski Group,EB507,Drone Building Essentials,8,13.99,2.8,109.12
1102120,Retail,Rheba O'Bradden,EB519,Spherical Robots,1,16.75,0,16.75
1102121,Wholesale,Bashirian International,RS707,RXW-9807 Robot,5,599,119.8,2875.2
1102122,Wholesale,Reichel and Sons,EB503,Building Your Own Drone,6,24.99,5,144.94
1102123,Wholesale,Ullrich Inc.,BP104,Cat Robot Blueprint,12,4.99,1,58.88
1102124,Wholesale,Grady Inc.,BP108,Panda Robot Blueprint,11,7.99,1.6,86.29
1102125,Wholesale,Wyman Institute,BP102,Bsquare Robot Blueprint,9,8.99,1.8,79.11
1102126,Retail,Nate Deckow,EB517,SCARA Robots,1,19.5,0,19.5
1102127,Wholesale,Dickens LLC,DK206,BYOD-400,103,119,23.8,12233.2
1102128,Wholesale,Hickle LLC,DK204,BYOD-300,12,89,17.8,1050.2
1102129,Wholesale,D'Amore LLC,EB512,Multi Rotor Drones,84,24.95,4.99,2090.81
1102130,Wholesale,Runolfsdottir Group,BP108,Panda Robot Blueprint,6,7.99,1.6,46.34
1102131,Wholesale,Moore LLC,EB502,Building Your First Robot,9,24.95,4.99,219.56
1102132,Retail,Basile Setterthwait,TV810,Understanding Automation,1,44.95,0,44.95
1102133,Retail,Celestia Coumbe,DS306,DX-145 Drone,1,250,0,250
1102134,Retail,Maitilde Redmond,EB521,Understanding Artificial Intelligence,1,19.5,0,19.5
1102135,Retail,Marybelle Lengthorn,RS703,RCB-889 Robot,2,549,0,1098
1102136,Wholesale,Bauch Group,RS703,RCB-889 Robot,64,549,109.8,35026.2
1102137,Wholesale,Raynor LLC,EB502,Building Your First Robot,77,24.95,4.99,1916.16
1102138,Retail,Hussein Fuller,BP106,Hexacopter Drone Blueprint,1,8.99,0,8.99
1102139,Wholesale,Thompson Inc.,DK206,BYOD-400,91,119,23.8,10805.2
1102140,Wholesale,Ankunding Inc.,RK603,BYOR-1500,39,189,37.8,7333.2
1102141,Wholesale,Doyle-Koelpin,EB519,Spherical Robots,5,16.75,3.35,80.4
1102142,Wholesale,LMD Resources,TV804,Drone Video Techniques,5,37.99,7.6,182.35
1102143,Wholesale,King Inc.,DS306,DX-145 Drone,5,250,50,1200
1102144,Retail,Francene Cownden,TV806,Mapping with Drones,1,49,0,49
1102145,Wholesale,Beahan Inc.,BP104,Cat Robot Blueprint,8,4.99,1,38.92
1102146,Retail,Holli McQuarrie,RK603,BYOR-1500,1,189,0,189
1102147,Wholesale,Schinner Inc.,EB503,Building Your Own Drone,8,24.99,5,194.92
1102148,Retail,Fay Grimes,TV807,Open Source Code,1,32.95,0,32.95
1102149,Wholesale,Wolff LLC,DS303,DTD-7000 Drone,7,450,90,3060
1102150,Retail,Huberto Handaside,EB502,Building Your First Robot,1,24.95,0,24.95
1102151,Wholesale,Ward-Mills,RK606,BYOR-3535,7,225,45,1530
1102152,Retail,Ursa Pilmoor,RK606,BYOR-3535,2,225,0,450
1102153,Wholesale,Cremin LLC,BP106,Hexacopter Drone Blueprint,11,8.99,1.8,97.09
1102154,Wholesale,Fisher Inc.,RK606,BYOR-3535,10,225,45,2205
1102155,Retail,Juanita Jerred,TV806,Mapping with Drones,1,49,0,49
1102156,Wholesale,Robel Inc.,EB509,GPS Drones,6,19.99,4,115.94
1102157,Wholesale,Gleason LLC,BP107,Ladybug Robot Blueprint,77,12,2.4,921.6
1102158,Wholesale,Satterfield LLC,RS702,MICR-23K Robot,73,899,179.8,65447.2
1102159,Wholesale,Smith Technologies,EB509,GPS Drones,3,19.99,4,55.97
1102160,Wholesale,Herman LLC,BP107,Ladybug Robot Blueprint,38,12,2.4,453.6
1102161,Wholesale,Schamberger Inc.,EB512,Multi Rotor Drones,9,24.95,4.99,219.56
1102162,Wholesale,Breitenberg LLC,TV811,Understanding Drone Regulations,12,27.5,5.5,324.5
1102163,Wholesale,Little and Sons,RK605,BYOR-3000,10,214,42.8,2097.2
1102164,Retail,Daniella Gleder,BP110,Sleepy Eye Blueprint,1,11.99,0,11.99
1102165,Wholesale,Clever Industries,RS707,RXW-9807 Robot,5,599,119.8,2875.2
1102166,Retail,Conroy Little,RK603,BYOR-1500,2,189,0,378
1102167,Wholesale,Bradtke Inc.,EB514,Polar Robots,50,23.99,4.8,1194.7
1102168,Retail,Shelia Habbin,EB507,Drone Building Essentials,1,13.99,0,13.99
1102169,Retail,Adriano Besant,EB503,Building Your Own Drone,1,24.99,0,24.99
1102170,Retail,Gwenni Heritege,DK204,BYOD-300,1,89,0,89
1102171,Retail,Marline Claypoole,EB507,Drone Building Essentials,1,13.99,0,13.99
1102172,Retail,Rose Koche,BP109,QuadroCopter Blueprint,1,10.99,0,10.99
1102173,Retail,River Heaney,TV808,Robotic Essentials,1,34.99,0,34.99
1102174,Retail,Block Security,RK607,BYOR-4005,91,245,0,22295
1102175,Retail,Irwinn Ryley,DS305,DTI-84 Drone,1,455,0,455
1102176,Wholesale,Murphy LLC,DK206,BYOD-400,11,119,23.8,1285.2
1102177,Wholesale,Botsford Inc.,BP110,Sleepy Eye Blueprint,11,11.99,2.4,129.49
1102178,Retail,Brittany Monahan,RK602,BYOR-1000,2,189,0,378
1102179,Wholesale,O'Kon Inc.,RS703,RCB-889 Robot,9,549,109.8,4831.2
1102180,Retail,Gasparo Witcher,RK603,BYOR-1500,1,189,0,189
1102181,Retail,Martie Rippon,BP102,Bsquare Robot Blueprint,1,8.99,0,8.99
1102182,Wholesale,Hirthe College,DS301,DA-SA702 Drone,6,399,79.8,2314.2
1102183,Retail,Aleen Petschelt,RS705,RQTE-554 Robot,1,684,0,684
1102184,Retail,Derk Steels,TV803,Cloud Computing,1,29.99,0,29.99
1102185,Wholesale,Cartwright LLC,TV813,Virtual Reality Basics,9,29.99,6,263.91
1102186,Retail,Julia Leftwich,BP104,Cat Robot Blueprint,1,4.99,0,4.99
1102187,Wholesale,Christiansen Group,TV803,Cloud Computing,9,29.99,6,263.91
1102188,Wholesale,Wehner and Sons,TV813,Virtual Reality Basics,10,29.99,6,293.9
1102189,Wholesale,Rath LLC,DS303,DTD-7000 Drone,3,450,90,1260
1102190,Wholesale,Zemlak Inc.,TV802,AI for Educators,6,49.95,9.99,289.71
1102191,Retail,Olwen Tackett,EB507,Drone Building Essentials,1,13.99,0,13.99
1102192,Retail,Vitoria Leadstone,TV809,Understanding 3D Printing,1,42.99,0,42.99
1102193,Wholesale,Abshire Inc.,RK605,BYOR-3000,4,214,42.8,813.2
1102194,Wholesale,Ledner LLC,DS307,MICR-564K Drone,8,499,99.8,3892.2
1102195,Retail,Von Gleason,TV805,Industrial 3D Printing,1,49,0,49
1102196,Wholesale,Mountain Run LLC,RS704,RLK-9920 Robot,10,699,139.8,6850.2
1102197,Retail,Rickie Hillett,EB506,Delta Robots,1,16.99,0,16.99
1102198,Wholesale,Russel Group,DK204,BYOD-300,12,89,17.8,1050.2
1102199,Wholesale,Brown Group,DK206,BYOD-400,49,119,23.8,5807.2
1102200,Wholesale,Brown Group,EB513,Photograph Drones,13,14.99,3,191.87
1102201,Wholesale,CDIA Inc..,EB503,Building Your Own Drone,10,24.99,5,244.9
1102202,Wholesale,Grady Inc.,RK602,BYOR-1000,9,190,38,1672
1102203,Retail,Vivyan Dilworth,BP110,Sleepy Eye Blueprint,1,11.99,0,11.99
1102204,Wholesale,Windler Tech Supplies,TV802,AI for Educators,6,49.95,9.99,289.71
1102205,Retail,Teresita Craik,EB511,Helicopter Drones,1,20.95,0,20.95
1102206,Retail,Jeane Hayfield,EB514,Polar Robots,1,23.99,0,23.99
1102207,Retail,Matti Petyakov,DK204,BYOD-300,1,89,0,89
1102208,Retail,Lemar Chappell,EB503,Building Your Own Drone,1,24.99,0,24.99
1102209,Wholesale,Schinner Inc.,DK203,BYOD-220,11,69,13.8,745.2
1102210,Retail,Therine Urridge,EB521,Understanding Artificial Intelligence,1,19.5,0,19.5
1102211,Retail,Kristien Van Leijs,DS302,DC-304 Drone,2,395,0,790
1102212,Retail,Mohandas Copcutt,EB508,Fixed Wing Drones,1,15.5,0,15.5
1102213,Retail,Rene Jarritt,DK204,BYOD-300,1,89,0,89
1102214,Retail,Mertz LLC,BP108,Panda Robot Blueprint,3,7.99,0,23.97
1102215,Wholesale,Bergnaum Group,EB503,Building Your Own Drone,63,24.99,5,1569.37
1102216,Retail,Roxi Spenclay,RK603,BYOR-1500,2,189,0,378
1102217,Retail,Frank Wingrove,DK208,BYOD-500,1,167,0,167
1102218,Retail,Polly Hubane,BP106,Hexacopter Drone Blueprint,1,8.99,0,8.99
1102219,Retail,Hedy Seeborne,TV809,Understanding 3D Printing,1,42.99,0,42.99
1102220,Wholesale,Hudson LLC,EB503,Building Your Own Drone,6,24.99,5,144.94
1102221,Wholesale,Runolfsdottir Group,TV805,Industrial 3D Printing,7,49,9.8,333.2
1102222,Wholesale,Harber LLC,EB503,Building Your Own Drone,7,24.99,5,169.93
1102223,Wholesale,Ruecker LLC,TV808,Robotic Essentials,7,34.99,7,237.93
1102224,Wholesale,Stokes Electronics,TV806,Mapping with Drones,3,49,9.8,137.2
1102225,Wholesale,Lind Group,RK603,BYOR-1500,7,189,37.8,1285.2
1102226,Wholesale,Jaskolski Company,TV803,Cloud Computing,74,29.99,6,2213.26
1102227,Wholesale,Aufderhar Tech,EB507,Drone Building Essentials,15,13.99,2.8,207.05
1102228,Retail,George Reichert,TV803,Cloud Computing,1,29.99,0,29.99
1102229,Wholesale,Gerhold Group,BP104,Cat Robot Blueprint,8,4.99,1,38.92
1102230,Wholesale,Koch LLC,RK606,BYOR-3535,8,224,44.8,1747.2
1102231,Retail,Ines Flanigan,EB503,Building Your Own Drone,1,24.99,0,24.99
1102232,Retail,Nolan Conroy,DS303,DTD-7000 Drone,2,450,0,900
1102233,Wholesale,Heller Inc.,BP106,Hexacopter Drone Blueprint,12,8.99,1.8,106.08
1102234,Retail,Glover LLC,EB512,Multi Rotor Drones,3,24.95,0,74.85
1102235,Wholesale,Runte Inc.,RK606,BYOR-3535,7,225,45,1530
1102236,Retail,Edmund Pettiward,TV802,AI for Educators,1,49.95,0,49.95
1102237,Retail,Bette-ann Tull,TV809,Understanding 3D Printing,1,42.99,0,42.99
1102238,Retail,Maxi Yukhtin,BP108,Panda Robot Blueprint,1,7.99,0,7.99
1102239,Wholesale,Cummings LLC,BP105,Creature Robot Arms Blueprint,4,12,2.4,45.6
1102240,Retail,Misty Keebler,RS706,RWW-75 Robot,2,883,0,1766
1102241,Retail,Annamarie Gregoretti,RS705,RQTE-554 Robot,1,684,0,684
1102242,Wholesale,Adams LLC,TV813,Virtual Reality Basics,101,29.99,6,3022.99
1102243,Wholesale,Moore LLC,EB518,Single Rotor Drones,11,14.99,3,161.89
1102244,Wholesale,Borer LLC,EB514,Polar Robots,3,23.99,4.8,67.17
1102245,Retail,Bria Damato,RS706,RWW-75 Robot,1,883,0,883
1102246,Retail,Bobby Snoddon,EB513,Photograph Drones,1,14.99,0,14.99
1102247,Wholesale,Swaniawski Group,DS303,DTD-7000 Drone,9,450,90,3960
1102248,Retail,Will Wisozk,DS307,MICR-564K Drone,4,499,0,1996
1102249,Wholesale,Boyer LLC,TV803,Cloud Computing,12,29.99,6,353.88
1102250,Wholesale,Boehm Inc.,RS704,RLK-9920 Robot,5,699,139.8,3355.2
1102251,Retail,Torry Rizzetti,TV805,Industrial 3D Printing,1,49,0,49
1102252,Wholesale,Conn Inc.,EB509,GPS Drones,5,19.99,4,95.95
1102253,Retail,Vally Lardge,TV808,Robotic Essentials,1,34.99,0,34.99
1102254,Wholesale,Kreiger LLC,RS702,MICR-23K Robot,5,899,179.8,4315.2
1102255,Wholesale,Schuppe Inc.,EB507,Drone Building Essentials,12,13.99,2.8,165.08
1102256,Retail,Melloney Holley,DS307,MICR-564K Drone,1,499,0,499
1102257,Retail,Geoff Leffler,EB508,Fixed Wing Drones,1,15.5,0,15.5
1102258,Wholesale,Rippin Industries,BP104,Cat Robot Blueprint,9,4.99,1,43.91
1102259,Retail,Ivie Spelman,TV809,Understanding 3D Printing,1,42.99,0,42.99
1102260,Wholesale,Swift Inc.,DK203,BYOD-220,6,69,13.8,400.2
1102261,Wholesale,Lehner Inc.,DK206,BYOD-400,78,119,23.8,9258.2
1102262,Retail,Hastings Starling,DS305,DTI-84 Drone,1,455,0,455
1102263,Wholesale,Green-Shields,EB514,Polar Robots,6,23.99,4.8,139.14
1102264,Wholesale,Bradtke Inc.,RS705,RQTE-554 Robot,48,684,136.8,32695.2
1102265,Wholesale,Boehm Inc.,RS704,RLK-9920 Robot,4,699,139.8,2656.2
1102266,Retail,Benedick Grimsley,TV805,Industrial 3D Printing,1,49,0,49
1102267,Wholesale,The Orn Company,TV806,Mapping with Drones,11,49,9.8,529.2
1102268,Wholesale,Green-Shields,RS704,RLK-9920 Robot,5,699,139.8,3355.2
1102269,Retail,Kacie O' Liddy,RS705,RQTE-554 Robot,2,684,0,1368
1102270,Retail,Halvorson LLC,DS307,MICR-564K Drone,17,499,0,8483
1102271,Retail,Ralph Moren,BP110,Upside Down Robot Blueprint,1,12,0,12
1102272,Wholesale,Schiller LLC,TV803,Cloud Computing,11,29.99,6,323.89
1102273,Retail,Jessie Barnicott,RK605,BYOR-3000,2,214,0,428
1102274,Wholesale,Bergnaum Group,BP104,Cat Robot Blueprint,8,4.99,1,38.92
1102275,Retail,Jeffie Byles,BP101,All Eyes Drone Blueprint,1,9.99,0,9.99
1102276,Retail,Corrinne Orable,DK204,BYOD-300,1,89,0,89
1102277,Wholesale,McGlynn Group,BP106,Hexacopter Drone Blueprint,11,8.99,1.8,97.09
1102278,Wholesale,Carroll Inc.,TV801,Aerial Security,102,36.99,7.4,3765.58
1102279,Retail,Kris Volkman,EB521,Understanding Artificial Intelligence,1,19.5,0,19.5
1102280,Wholesale,Romaguera LLC,DK204,BYOD-300,40,89,17.8,3542.2
1102281,Retail,Brnaby Broadbridge,DK206,BYOD-400,2,119,0,238
1102282,Wholesale,Kuhn Group,EB507,Drone Building Essentials,9,13.99,2.8,123.11
1102283,Retail,Forest Jobling,BP102,Bsquare Robot Blueprint,1,8.99,0,8.99
1102284,Wholesale,Rau-Dickinson,EB507,Drone Building Essentials,5,13.99,2.8,67.15
1102285,Wholesale,Bednar IT Inc.,EB502,Building Your First Robot,39,24.95,4.99,968.06
1102286,Wholesale,Brown Group,BP110,Upside Down Robot Blueprint,4,12,2.4,45.6
1102287,Wholesale,Adams LLC,BP107,Ladybug Robot Blueprint,13,12,2.4,153.6
1102288,Wholesale,Borer LLC,RS703,RCB-889 Robot,10,549,109.8,5380.2
1102289,Retail,Estelle Davidzon,EB512,Multi Rotor Drones,1,24.95,0,24.95
1102290,Wholesale,Oberbrunner Inc.,RK605,BYOR-3000,5,214,42.8,1027.2
1102291,Retail,Verne Goad,EB517,SCARA Robots,1,19.5,0,19.5
1102292,Wholesale,Harvey Group,RS704,RLK-9920 Robot,5,699,139.8,3355.2
1102293,Wholesale,Runolfsdottir Group,EB521,Understanding Artificial Intelligence,11,19.5,3.9,210.6
1102294,Wholesale,Schuppe Inc.,EB513,Photograph Drones,5,14.99,3,71.95
1102295,Wholesale,Walker Group,DK203,BYOD-220,10,69,13.8,676.2
1102296,Wholesale,Kreiger LLC,TV809,Understanding 3D Printing,27,42.99,8.6,1152.13
1102297,Retail,Aldin Drewitt,TV809,Understanding 3D Printing,1,42.99,0,42.99
1102298,Wholesale,Gusikowski Group,DK206,BYOD-400,5,119,23.8,571.2
1102299,Wholesale,Clever Industries,EB507,Drone Building Essentials,12,13.99,2.8,165.08
1102300,Wholesale,Swaniawski Group,EB502,Building Your First Robot,6,24.95,4.99,144.71
1102301,Wholesale,Wilderman Inc.,BP104,Cat Robot Blueprint,100,4.99,1,498
1102302,Retail,Marjy Darrow,EB502,Building Your First Robot,1,24.95,0,24.95
1102303,Wholesale,Cassin Inc.,DK203,BYOD-220,2,69,13.8,124.2
1102304,Wholesale,Crooks Group,TV811,Understanding Drone Regulations,12,27.5,5.5,324.5
1102305,Wholesale,Hudson LLC,TV804,Drone Video Techniques,9,37.99,7.6,334.31
1102306,Wholesale,Koch LLC,EB506,Delta Robots,6,16.99,3.4,98.54
1102307,Wholesale,Grady Inc.,DS303,DTD-7000 Drone,104,450,90,46710
1102308,Retail,Joe Casper,TV802,AI for Educators,1,49.95,0,49.95
1102309,Retail,Jayme Crilley,DS306,DX-145 Drone,1,250,0,250
1102310,Wholesale,Lubowitz LLC,EB521,Understanding Artificial Intelligence,11,19.5,3.9,210.6
1102311,Retail,Lewes Ruilton,TV801,Aerial Security,1,36.99,0,36.99
1102312,Wholesale,Abbott Group,BP110,Upside Down Robot Blueprint,11,12,2.4,129.6
1102313,Wholesale,Fisher Inc.,DK203,BYOD-220,8,69,13.8,538.2
1102314,Retail,Tandie Faulconer,RS707,RXW-9807 Robot,1,599,0,599
1102315,Wholesale,Grant LLC,DK209,BYOD-550,6,179,35.8,1038.2
1102316,Retail,Marisa Coopey,DK203,BYOD-220,1,69,0,69
1102317,Retail,Shelley Varndall,BP104,Cat Robot Blueprint,1,4.99,0,4.99
1102318,Retail,Mile Gascoyne,EB521,Understanding Artificial Intelligence,1,19.5,0,19.5
1102319,Retail,Wanda Minget,BP110,Upside Down Robot Blueprint,1,12,0,12
1102320,Wholesale,Nikolaus LLC,TV809,Understanding 3D Printing,105,42.99,8.6,4505.35
1102321,Retail,Rachel McClure,TV805,Industrial 3D Printing,1,49,0,49
1102322,Wholesale,Pacocha Inc.,DK209,BYOD-550,12,179,35.8,2112.2
1102323,Wholesale,Bauch Group,TV801,Aerial Security,8,36.99,7.4,288.52
1102324,Wholesale,Balistreri Group,DS301,DA-SA702 Drone,90,399,79.8,35830.2
1102325,Retail,Alma Jacquemot,DS301,DA-SA702 Drone,1,399,0,399
1102326,Retail,Tessa Rimer,DK209,BYOD-550,2,179,0,358
1102327,Wholesale,Herman LLC,TV804,Drone Video Techniques,13,37.99,7.6,486.27
1102328,Wholesale,The TMC Company,RS705,RQTE-554 Robot,5,684,136.8,3283.2
1102329,Wholesale,Gibson Group,RK605,BYOR-3000,10,214,42.8,2097.2
1102330,Retail,Jeanna Pauling,EB513,Photograph Drones,1,14.99,0,14.99
1102331,Wholesale,Bradtke Inc.,EB513,Photograph Drones,63,14.99,3,941.37
1102332,Wholesale,Dickens LLC,EB503,Building Your Own Drone,6,24.99,5,144.94
1102333,Retail,Dorine Nesby,EB513,Photograph Drones,1,14.99,0,14.99
1102334,Wholesale,Jacobi LLC,BP108,Panda Robot Blueprint,10,7.99,1.6,78.3
1102335,Wholesale,Harris Inc.,TV807,Open Source Code,12,32.95,6.59,388.81
1102336,Retail,Fritsch Inc.,RK602,BYOR-1000,40,189,0,7560
1102337,Retail,Monty Zaple,DK204,BYOD-300,1,89,0,89
1102338,Retail,Tamma Richings,BP104,Cat Robot Blueprint,1,4.99,0,4.99
1102339,Retail,Rafaello Center,TV803,Cloud Computing,1,29.99,0,29.99
1102340,Wholesale,Aufderhar Tech,DK209,BYOD-550,4,179,35.8,680.2
1102341,Retail,Davon Base,BP106,Hexacopter Drone Blueprint,1,8.99,0,8.99
1102342,Retail,Ciro Took,DK201,BYOD-100,1,54,0,54
1102343,Retail,Hyatt Yarrington,DK209,BYOD-550,2,179,0,358
1102344,Retail,Tracie Becken,DS307,MICR-564K Drone,2,499,0,998
1102345,Wholesale,Jenkins LLC,RK602,BYOR-1000,109,189,37.8,20563.2
1102346,Wholesale,Murphy LLC,EB508,Fixed Wing Drones,6,15.5,3.1,89.9
1102347,Wholesale,Jenkins LLC,BP109,QuadroCopter Blueprint,11,10.99,2.2,118.69
1102348,Wholesale,Rau-Dickinson,RK607,BYOR-4005,6,245,49,1421
1102349,Retail,Shelbi Banbrick,RK602,BYOR-1000,1,189,0,189
1102350,Retail,Joelie Sleeford,TV809,Understanding 3D Printing,1,42.99,0,42.99
1102351,Wholesale,Marks Inc.,EB511,Helicopter Drones,4,20.95,4.19,79.61
1102352,Wholesale,Hamill Inc.,TV810,Understanding Automation,11,44.95,8.99,485.46
1102353,Wholesale,Larkin Group,EB521,Understanding Artificial Intelligence,64,19.5,3.9,1244.1
1102354,Wholesale,Lind Group,EB520,Understanding Arduino,50,17.5,3.5,871.5
1102355,Wholesale,Bergstrom LLC,RK606,BYOR-3535,11,225,45,2430
1102356,Retail,Sandy Blundin,RS707,RXW-9807 Robot,1,599,0,599
1102357,Wholesale,Sanford Group,RK607,BYOR-4005,3,245,49,686
1102358,Wholesale,Feil LLC,RS702,MICR-23K Robot,7,899,179.8,6113.2
1102359,Retail,Tobe Reucastle,RK606,BYOR-3535,1,225,0,225
1102360,Wholesale,Beahan Inc.,DS306,DX-145 Drone,22,250,50,5450
1102361,Wholesale,D'Amore LLC,EB503,Building Your Own Drone,28,24.99,5,694.72
1102362,Wholesale,Cole Inc.,BP108,Panda Robot Blueprint,7,7.99,1.6,54.33
1102363,Retail,Helenka Rawet,EB502,Building Your First Robot,1,24.95,0,24.95
1102364,Wholesale,Jakubowski Inc.,RK606,BYOR-3535,9,225,45,1980
1102365,Retail,Brock Bradtke,DK206,BYOD-400,1,119,0,119
1102366,Wholesale,Bednar IT Inc.,BP106,Hexacopter Drone Blueprint,13,8.99,1.8,115.07
1102367,Wholesale,Volkman LLC,BP110,Upside Down Robot Blueprint,7,12,2.4,81.6
1102368,Retail,Elisha Jandourek,TV813,Virtual Reality Basics,1,29.99,0,29.99
1102369,Retail,Jesse Breitenberg,BP109,QuadroCopter Blueprint,1,10.99,0,10.99
1102370,Wholesale,Kutch Inc.,TV806,Mapping with Drones,6,49,9.8,284.2
1102371,Wholesale,Feil LLC,TV802,AI for Educators,5,49.95,9.99,239.76
1102372,Retail,Lemke LLC,EB509,GPS Drones,13,19.99,0,259.87
1102373,Retail,Rhiamon Klimke,TV801,Aerial Security,1,36.99,0,36.99
1102374,Retail,Aldwin Bolan,BP101,All Eyes Drone Blueprint,1,9.99,0,9.99
1102375,Wholesale,O'Kon Inc.,BP104,Cat Robot Blueprint,63,4.99,1,313.37
1102376,Retail,Toby Jeff,TV806,Mapping with Drones,1,49,0,49
